,position,coverage_p,coverage_m
388451,388451,51.0,17
388452,388452,51.0,17
388453,388453,51.0,17
388454,388454,51.0,17
388455,388455,53.0,17
388456,388456,53.0,16
388457,388457,53.0,15
388458,388458,53.0,15
388459,388459,53.0,15
388460,388460,53.0,15
388461,388461,59.0,17
388462,388462,59.0,16
388463,388463,59.0,16
388464,388464,59.0,17
388465,388465,59.0,18
388466,388466,59.0,18
388467,388467,60.0,19
388468,388468,60.0,20
388469,388469,60.0,20
388470,388470,59.0,20
388471,388471,59.0,20
388472,388472,56.0,20
388473,388473,56.0,20
388474,388474,58.0,24
388475,388475,58.0,24
388476,388476,58.0,25
388477,388477,58.0,24
388478,388478,58.0,24
388479,388479,58.0,24
388480,388480,58.0,24
388481,388481,58.0,24
388482,388482,58.0,24
388483,388483,58.0,24
388484,388484,58.0,24
388485,388485,58.0,24
388486,388486,58.0,25
388487,388487,58.0,25
388488,388488,58.0,25
388489,388489,54.0,24
388490,388490,53.0,24
388491,388491,53.0,24
388492,388492,53.0,24
388493,388493,53.0,24
388494,388494,53.0,25
388495,388495,52.0,27
388496,388496,52.0,26
388497,388497,52.0,26
388498,388498,54.0,26
388499,388499,54.0,26
388500,388500,54.0,26
388501,388501,54.0,26
388502,388502,54.0,26
388503,388503,55.0,26
388504,388504,56.0,26
388505,388505,56.0,26
388506,388506,47.0,26
388507,388507,46.0,26
388508,388508,46.0,26
388509,388509,46.0,26
388510,388510,46.0,26
388511,388511,46.0,26
388512,388512,46.0,26
388513,388513,46.0,26
388514,388514,45.0,26
388515,388515,44.0,26
388516,388516,44.0,26
388517,388517,41.0,26
388518,388518,41.0,26
388519,388519,41.0,26
388520,388520,42.0,28
388521,388521,45.0,29
388522,388522,45.0,29
388523,388523,44.0,29
388524,388524,43.0,29
388525,388525,41.0,29
388526,388526,39.0,29
388527,388527,39.0,29
388528,388528,39.0,29
388529,388529,39.0,29
388530,388530,39.0,31
388531,388531,40.0,31
388532,388532,40.0,29
388533,388533,39.0,29
388534,388534,39.0,29
388535,388535,40.0,29
388536,388536,40.0,29
388537,388537,40.0,29
388538,388538,39.0,29
388539,388539,39.0,29
388540,388540,39.0,29
388541,388541,39.0,29
388542,388542,39.0,29
388543,388543,39.0,29
388544,388544,39.0,29
388545,388545,39.0,28
388546,388546,39.0,28
388547,388547,39.0,28
388548,388548,39.0,28
388549,388549,40.0,28
388550,388550,41.0,28
388551,388551,41.0,28
388552,388552,41.0,28
388553,388553,41.0,28
388554,388554,41.0,28
388555,388555,41.0,28
388556,388556,41.0,28
388557,388557,41.0,26
388558,388558,41.0,26
388559,388559,41.0,26
388560,388560,41.0,26
388561,388561,43.0,26
388562,388562,41.0,25
388563,388563,41.0,25
388564,388564,41.0,25
388565,388565,41.0,25
388566,388566,41.0,25
388567,388567,41.0,25
388568,388568,43.0,25
388569,388569,43.0,25
388570,388570,43.0,25
388571,388571,43.0,25
388572,388572,43.0,25
388573,388573,44.0,25
388574,388574,44.0,25
388575,388575,44.0,24
388576,388576,44.0,24
388577,388577,44.0,24
388578,388578,45.0,31
388579,388579,47.0,33
388580,388580,47.0,32
388581,388581,49.0,32
388582,388582,49.0,32
388583,388583,49.0,32
388584,388584,49.0,32
388585,388585,49.0,33
388586,388586,49.0,33
388587,388587,49.0,33
388588,388588,49.0,33
388589,388589,49.0,33
388590,388590,50.0,35
388591,388591,49.0,35
388592,388592,49.0,35
388593,388593,49.0,35
388594,388594,49.0,36
388595,388595,48.0,35
388596,388596,48.0,35
388597,388597,48.0,35
388598,388598,48.0,35
388599,388599,48.0,35
388600,388600,48.0,35
388601,388601,48.0,35
388602,388602,48.0,35
388603,388603,48.0,35
388604,388604,48.0,35
388605,388605,48.0,35
388606,388606,48.0,35
388607,388607,45.0,36
388608,388608,45.0,36
388609,388609,45.0,34
388610,388610,46.0,34
388611,388611,46.0,34
388612,388612,46.0,34
388613,388613,45.0,34
388614,388614,45.0,34
388615,388615,45.0,34
388616,388616,44.0,34
388617,388617,42.0,34
388618,388618,42.0,34
388619,388619,42.0,34
388620,388620,41.0,34
388621,388621,41.0,34
388622,388622,40.0,34
388623,388623,40.0,34
388624,388624,40.0,34
388625,388625,40.0,34
388626,388626,42.0,34
388627,388627,42.0,34
388628,388628,42.0,34
388629,388629,42.0,34
388630,388630,42.0,34
388631,388631,41.0,34
388632,388632,41.0,34
388633,388633,42.0,34
388634,388634,42.0,34
388635,388635,42.0,34
388636,388636,42.0,34
388637,388637,42.0,34
388638,388638,42.0,34
388639,388639,42.0,34
388640,388640,42.0,34
388641,388641,42.0,34
388642,388642,42.0,34
388643,388643,43.0,34
388644,388644,43.0,34
388645,388645,43.0,34
388646,388646,42.0,33
388647,388647,44.0,34
388648,388648,44.0,34
388649,388649,45.0,33
388650,388650,39.0,32
388651,388651,39.0,31
388652,388652,39.0,31
388653,388653,39.0,31
388654,388654,39.0,31
388655,388655,39.0,30
388656,388656,39.0,30
388657,388657,39.0,30
388658,388658,39.0,30
388659,388659,34.0,29
388660,388660,35.0,29
388661,388661,40.0,29
388662,388662,40.0,29
388663,388663,41.0,29
388664,388664,41.0,28
388665,388665,41.0,28
388666,388666,41.0,28
388667,388667,41.0,28
388668,388668,41.0,28
388669,388669,41.0,27
388670,388670,41.0,27
388671,388671,41.0,27
388672,388672,41.0,27
388673,388673,41.0,27
388674,388674,41.0,28
388675,388675,41.0,31
388676,388676,41.0,34
388677,388677,41.0,33
388678,388678,41.0,35
388679,388679,41.0,35
388680,388680,41.0,35
388681,388681,41.0,35
388682,388682,41.0,35
388683,388683,41.0,35
388684,388684,44.0,38
388685,388685,45.0,39
388686,388686,43.0,41
388687,388687,43.0,41
388688,388688,43.0,41
388689,388689,43.0,41
388690,388690,43.0,41
388691,388691,42.0,40
388692,388692,42.0,40
388693,388693,43.0,40
388694,388694,43.0,40
388695,388695,43.0,40
388696,388696,43.0,41
388697,388697,43.0,41
388698,388698,43.0,41
388699,388699,44.0,42
388700,388700,44.0,42
388701,388701,44.0,42
388702,388702,44.0,41
388703,388703,44.0,40
388704,388704,43.0,40
388705,388705,43.0,37
388706,388706,43.0,37
388707,388707,43.0,37
388708,388708,43.0,37
388709,388709,43.0,36
388710,388710,42.0,36
388711,388711,42.0,38
388712,388712,42.0,38
388713,388713,42.0,38
388714,388714,44.0,42
388715,388715,44.0,42
388716,388716,44.0,42
388717,388717,44.0,42
388718,388718,44.0,42
388719,388719,44.0,42
388720,388720,44.0,42
388721,388721,44.0,42
388722,388722,44.0,42
388723,388723,44.0,42
388724,388724,45.0,42
388725,388725,46.0,42
388726,388726,46.0,40
388727,388727,46.0,40
388728,388728,46.0,39
388729,388729,46.0,39
388730,388730,46.0,39
388731,388731,46.0,38
388732,388732,46.0,40
388733,388733,46.0,42
388734,388734,44.0,39
388735,388735,44.0,39
388736,388736,44.0,39
388737,388737,44.0,38
388738,388738,45.0,38
388739,388739,45.0,38
388740,388740,44.0,38
388741,388741,43.0,38
388742,388742,44.0,38
388743,388743,43.0,39
388744,388744,40.0,39
388745,388745,40.0,39
388746,388746,40.0,39
388747,388747,39.0,38
388748,388748,35.0,38
388749,388749,33.0,38
388750,388750,33.0,38
388751,388751,33.0,38
388752,388752,34.0,39
388753,388753,34.0,39
388754,388754,34.0,39
388755,388755,34.0,38
388756,388756,34.0,38
388757,388757,34.0,38
388758,388758,34.0,38
388759,388759,30.0,38
388760,388760,31.0,38
388761,388761,30.0,38
388762,388762,32.0,38
388763,388763,33.0,38
388764,388764,33.0,38
388765,388765,33.0,38
388766,388766,33.0,38
388767,388767,33.0,38
388768,388768,33.0,36
388769,388769,33.0,36
388770,388770,34.0,36
388771,388771,34.0,36
388772,388772,34.0,36
388773,388773,34.0,36
388774,388774,34.0,36
388775,388775,34.0,36
388776,388776,34.0,36
388777,388777,34.0,36
388778,388778,34.0,34
388779,388779,34.0,34
388780,388780,35.0,34
388781,388781,36.0,34
388782,388782,36.0,33
388783,388783,36.0,33
388784,388784,36.0,32
388785,388785,36.0,32
388786,388786,38.0,32
388787,388787,39.0,32
388788,388788,39.0,31
388789,388789,40.0,31
388790,388790,40.0,31
388791,388791,40.0,31
388792,388792,39.0,31
388793,388793,39.0,31
388794,388794,39.0,31
388795,388795,39.0,31
388796,388796,39.0,31
388797,388797,39.0,31
388798,388798,40.0,31
388799,388799,40.0,31
388800,388800,40.0,31
388801,388801,40.0,31
388802,388802,40.0,28
388803,388803,40.0,27
388804,388804,41.0,27
388805,388805,41.0,27
388806,388806,41.0,27
388807,388807,41.0,27
388808,388808,42.0,27
388809,388809,42.0,27
388810,388810,42.0,27
388811,388811,42.0,27
388812,388812,42.0,27
388813,388813,43.0,28
388814,388814,36.0,27
388815,388815,34.0,27
388816,388816,34.0,27
388817,388817,34.0,27
388818,388818,33.0,27
388819,388819,35.0,27
388820,388820,35.0,27
388821,388821,35.0,27
388822,388822,35.0,26
388823,388823,35.0,26
388824,388824,35.0,26
388825,388825,36.0,26
388826,388826,33.0,26
388827,388827,33.0,26
388828,388828,33.0,26
388829,388829,33.0,26
388830,388830,34.0,26
388831,388831,34.0,26
388832,388832,34.0,25
388833,388833,33.0,25
388834,388834,36.0,25
388835,388835,36.0,25
388836,388836,36.0,25
388837,388837,36.0,25
388838,388838,35.0,25
388839,388839,35.0,25
388840,388840,35.0,25
388841,388841,35.0,25
388842,388842,35.0,25
388843,388843,35.0,25
388844,388844,36.0,25
388845,388845,36.0,25
388846,388846,36.0,25
388847,388847,36.0,25
388848,388848,36.0,22
388849,388849,36.0,22
388850,388850,36.0,22
388851,388851,36.0,22
388852,388852,36.0,22
388853,388853,36.0,22
388854,388854,36.0,22
388855,388855,36.0,22
388856,388856,36.0,22
388857,388857,38.0,22
388858,388858,38.0,21
388859,388859,38.0,21
388860,388860,38.0,21
388861,388861,39.0,21
388862,388862,39.0,21
388863,388863,39.0,21
388864,388864,39.0,21
388865,388865,39.0,21
388866,388866,38.0,21
388867,388867,39.0,21
388868,388868,39.0,20
388869,388869,39.0,20
388870,388870,40.0,20
388871,388871,40.0,20
388872,388872,40.0,19
388873,388873,40.0,16
388874,388874,40.0,16
388875,388875,41.0,16
388876,388876,41.0,15
388877,388877,41.0,15
388878,388878,41.0,14
388879,388879,41.0,10
388880,388880,41.0,10
388881,388881,40.0,9
388882,388882,40.0,9
388883,388883,40.0,8
388884,388884,38.0,8
388885,388885,37.0,8
388886,388886,37.0,6
388887,388887,37.0,4
388888,388888,37.0,4
388889,388889,38.0,4
388890,388890,38.0,4
388891,388891,38.0,4
388892,388892,38.0,4
388893,388893,38.0,4
388894,388894,38.0,2
388895,388895,38.0,0
388896,388896,38.0,0
388897,388897,38.0,0
388898,388898,38.0,0
388899,388899,38.0,0
388900,388900,38.0,0
388901,388901,38.0,0
388902,388902,38.0,0
388903,388903,38.0,0
388904,388904,37.0,0
388905,388905,38.0,0
388906,388906,38.0,0
388907,388907,38.0,0
388908,388908,38.0,0
388909,388909,38.0,0
388910,388910,35.0,0
388911,388911,35.0,0
388912,388912,36.0,0
388913,388913,36.0,0
388914,388914,36.0,0
388915,388915,36.0,0
388916,388916,38.0,0
388917,388917,38.0,0
388918,388918,38.0,0
388919,388919,38.0,0
388920,388920,38.0,0
388921,388921,38.0,0
388922,388922,39.0,0
388923,388923,44.0,0
388924,388924,47.0,0
388925,388925,55.0,0
388926,388926,57.0,0
388927,388927,58.0,0
388928,388928,57.0,0
388929,388929,55.0,0
388930,388930,56.0,0
388931,388931,56.0,0
388932,388932,57.0,0
388933,388933,60.0,0
388934,388934,60.0,0
388935,388935,62.0,0
388936,388936,63.0,0
388937,388937,63.0,0
388938,388938,63.0,0
388939,388939,64.0,0
388940,388940,64.0,0
388941,388941,64.0,0
388942,388942,65.0,0
388943,388943,69.0,0
388944,388944,70.0,0
388945,388945,71.0,0
388946,388946,73.0,0
388947,388947,75.0,0
388948,388948,73.0,0
388949,388949,72.0,0
388950,388950,75.0,0
388951,388951,73.0,0
388952,388952,78.0,0
388953,388953,77.0,0
388954,388954,78.0,0
388955,388955,78.0,0
388956,388956,78.0,0
388957,388957,82.0,0
388958,388958,83.0,0
388959,388959,85.0,0
388960,388960,85.0,0
388961,388961,85.0,0
388962,388962,85.0,0
388963,388963,86.0,0
388964,388964,89.0,0
388965,388965,90.0,0
388966,388966,90.0,0
388967,388967,91.0,0
388968,388968,92.0,0
388969,388969,91.0,0
388970,388970,91.0,0
388971,388971,92.0,0
388972,388972,92.0,0
388973,388973,98.0,0
388974,388974,99.0,0
388975,388975,100.0,0
388976,388976,100.0,0
388977,388977,100.0,0
388978,388978,100.0,0
388979,388979,100.0,0
388980,388980,103.0,0
388981,388981,103.0,0
388982,388982,103.0,0
388983,388983,103.0,0
388984,388984,104.0,0
388985,388985,109.0,0
388986,388986,109.0,0
388987,388987,110.0,0
388988,388988,110.0,0
388989,388989,110.0,0
388990,388990,119.0,0
388991,388991,118.0,0
388992,388992,122.0,0
388993,388993,123.0,0
388994,388994,123.0,0
388995,388995,124.0,0
388996,388996,125.0,0
388997,388997,125.0,0
388998,388998,128.0,0
388999,388999,130.0,0
389000,389000,130.0,0
389001,389001,130.0,0
389002,389002,130.0,0
389003,389003,130.0,0
389004,389004,134.0,0
389005,389005,138.0,0
389006,389006,137.0,0
389007,389007,137.0,0
389008,389008,140.0,0
389009,389009,138.0,0
389010,389010,138.0,0
389011,389011,138.0,0
389012,389012,139.0,0
389013,389013,140.0,0
389014,389014,141.0,0
389015,389015,142.0,0
389016,389016,142.0,0
389017,389017,142.0,0
389018,389018,142.0,0
389019,389019,142.0,0
389020,389020,142.0,0
389021,389021,142.0,0
389022,389022,142.0,0
389023,389023,142.0,0
389024,389024,142.0,0
389025,389025,141.0,0
389026,389026,132.0,0
389027,389027,133.0,0
389028,389028,132.0,0
389029,389029,130.0,0
389030,389030,130.0,0
389031,389031,120.0,0
389032,389032,120.0,0
389033,389033,120.0,0
389034,389034,120.0,0
389035,389035,120.0,0
389036,389036,120.0,0
389037,389037,121.0,0
389038,389038,127.0,0
389039,389039,127.0,0
389040,389040,128.0,0
389041,389041,128.0,0
389042,389042,128.0,0
389043,389043,128.0,0
389044,389044,128.0,0
389045,389045,128.0,0
389046,389046,132.0,0
389047,389047,132.0,0
389048,389048,132.0,0
389049,389049,132.0,0
389050,389050,132.0,0
389051,389051,133.0,0
389052,389052,134.0,0
389053,389053,142.0,0
389054,389054,142.0,0
389055,389055,142.0,0
389056,389056,142.0,0
389057,389057,144.0,0
389058,389058,146.0,0
389059,389059,146.0,0
389060,389060,146.0,0
389061,389061,146.0,0
389062,389062,146.0,0
389063,389063,147.0,0
389064,389064,149.0,0
389065,389065,149.0,0
389066,389066,149.0,0
389067,389067,149.0,0
389068,389068,149.0,0
389069,389069,151.0,0
389070,389070,148.0,0
389071,389071,148.0,0
389072,389072,148.0,0
389073,389073,148.0,0
389074,389074,157.0,0
389075,389075,157.0,0
389076,389076,156.0,0
389077,389077,156.0,0
389078,389078,156.0,0
389079,389079,157.0,1
389080,389080,158.0,1
389081,389081,161.0,1
389082,389082,158.0,1
389083,389083,156.0,1
389084,389084,156.0,1
389085,389085,159.0,1
389086,389086,160.0,1
389087,389087,160.0,1
389088,389088,160.0,1
389089,389089,160.0,1
389090,389090,161.0,1
389091,389091,166.0,1
389092,389092,166.0,1
389093,389093,166.0,1
389094,389094,166.0,1
389095,389095,168.0,1
389096,389096,168.0,1
389097,389097,164.0,1
389098,389098,164.0,1
389099,389099,164.0,1
389100,389100,164.0,1
389101,389101,176.0,1
389102,389102,176.0,1
389103,389103,176.0,1
389104,389104,176.0,1
389105,389105,176.0,1
389106,389106,173.0,1
389107,389107,173.0,1
389108,389108,172.0,1
389109,389109,172.0,1
389110,389110,172.0,1
389111,389111,173.0,1
389112,389112,172.0,1
389113,389113,164.0,1
389114,389114,158.0,1
389115,389115,158.0,1
389116,389116,158.0,1
389117,389117,156.0,1
389118,389118,156.0,1
389119,389119,157.0,1
389120,389120,157.0,1
389121,389121,157.0,1
389122,389122,156.0,1
389123,389123,158.0,1
389124,389124,158.0,1
389125,389125,156.0,1
389126,389126,157.0,1
389127,389127,157.0,1
389128,389128,158.0,1
389129,389129,158.0,1
389130,389130,158.0,1
389131,389131,153.0,1
389132,389132,152.0,1
389133,389133,153.0,1
389134,389134,153.0,1
389135,389135,157.0,1
389136,389136,155.0,1
389137,389137,156.0,1
389138,389138,156.0,1
389139,389139,162.0,1
389140,389140,162.0,1
389141,389141,162.0,1
389142,389142,160.0,1
389143,389143,160.0,1
389144,389144,160.0,1
389145,389145,160.0,1
389146,389146,161.0,1
389147,389147,162.0,1
389148,389148,164.0,1
389149,389149,167.0,1
389150,389150,168.0,1
389151,389151,167.0,1
389152,389152,166.0,1
389153,389153,165.0,1
389154,389154,165.0,1
389155,389155,167.0,1
389156,389156,167.0,1
389157,389157,167.0,1
389158,389158,170.0,1
389159,389159,170.0,1
389160,389160,167.0,1
389161,389161,165.0,1
389162,389162,153.0,1
389163,389163,152.0,1
389164,389164,153.0,1
389165,389165,153.0,1
389166,389166,153.0,1
389167,389167,153.0,1
389168,389168,157.0,1
389169,389169,159.0,1
389170,389170,160.0,1
389171,389171,162.0,1
389172,389172,162.0,1
389173,389173,163.0,1
389174,389174,163.0,1
389175,389175,163.0,1
389176,389176,164.0,1
389177,389177,164.0,1
389178,389178,165.0,1
389179,389179,165.0,1
389180,389180,167.0,1
389181,389181,167.0,1
389182,389182,167.0,1
389183,389183,171.0,1
389184,389184,171.0,1
389185,389185,173.0,1
389186,389186,175.0,1
389187,389187,178.0,1
389188,389188,179.0,1
389189,389189,179.0,1
389190,389190,176.0,1
389191,389191,178.0,1
389192,389192,168.0,1
389193,389193,168.0,1
389194,389194,180.0,1
389195,389195,176.0,1
389196,389196,175.0,1
389197,389197,175.0,1
389198,389198,148.0,1
389199,389199,152.0,1
389200,389200,154.0,1
389201,389201,157.0,1
389202,389202,157.0,1
389203,389203,157.0,1
389204,389204,157.0,1
389205,389205,157.0,1
389206,389206,159.0,1
389207,389207,159.0,1
389208,389208,158.0,1
389209,389209,159.0,1
389210,389210,148.0,1
389211,389211,141.0,1
389212,389212,138.0,1
389213,389213,136.0,1
389214,389214,136.0,1
389215,389215,136.0,1
389216,389216,136.0,1
389217,389217,137.0,1
389218,389218,135.0,1
389219,389219,134.0,1
389220,389220,133.0,1
389221,389221,134.0,1
389222,389222,135.0,1
389223,389223,137.0,1
389224,389224,137.0,1
389225,389225,136.0,1
389226,389226,136.0,1
389227,389227,138.0,1
389228,389228,138.0,1
389229,389229,138.0,1
389230,389230,138.0,1
389231,389231,139.0,1
389232,389232,141.0,1
389233,389233,141.0,1
389234,389234,141.0,1
389235,389235,141.0,1
389236,389236,140.0,1
389237,389237,141.0,1
389238,389238,141.0,1
389239,389239,141.0,1
389240,389240,141.0,1
389241,389241,141.0,1
389242,389242,141.0,1
389243,389243,141.0,1
389244,389244,141.0,1
389245,389245,148.0,1
389246,389246,149.0,1
389247,389247,149.0,1
389248,389248,155.0,1
389249,389249,154.0,1
389250,389250,154.0,1
389251,389251,156.0,1
389252,389252,158.0,1
389253,389253,160.0,1
389254,389254,161.0,1
389255,389255,162.0,1
389256,389256,162.0,1
389257,389257,162.0,1
389258,389258,164.0,1
389259,389259,171.0,1
389260,389260,171.0,1
389261,389261,171.0,1
389262,389262,171.0,1
389263,389263,175.0,1
389264,389264,175.0,1
389265,389265,175.0,1
389266,389266,175.0,1
389267,389267,175.0,1
389268,389268,175.0,1
389269,389269,182.0,1
389270,389270,182.0,1
389271,389271,182.0,1
389272,389272,183.0,1
389273,389273,183.0,1
389274,389274,183.0,1
389275,389275,184.0,1
389276,389276,188.0,0
389277,389277,189.0,0
389278,389278,194.0,0
389279,389279,195.0,1
389280,389280,191.0,1
389281,389281,190.0,1
389282,389282,190.0,1
389283,389283,188.0,1
389284,389284,190.0,1
389285,389285,190.0,1
389286,389286,190.0,1
389287,389287,196.0,1
389288,389288,196.0,1
389289,389289,196.0,1
389290,389290,196.0,1
389291,389291,195.0,1
389292,389292,195.0,1
389293,389293,195.0,1
389294,389294,196.0,1
389295,389295,190.0,1
389296,389296,192.0,1
389297,389297,220.0,1
389298,389298,227.0,1
389299,389299,223.0,1
389300,389300,222.0,1
389301,389301,223.0,1
389302,389302,223.0,1
389303,389303,223.0,1
389304,389304,221.0,1
389305,389305,222.0,1
389306,389306,222.0,1
389307,389307,222.0,1
389308,389308,222.0,1
389309,389309,213.0,1
389310,389310,211.0,1
389311,389311,210.0,1
389312,389312,206.0,1
389313,389313,204.0,1
389314,389314,207.0,1
389315,389315,207.0,1
389316,389316,208.0,1
389317,389317,208.0,1
389318,389318,208.0,1
389319,389319,210.0,1
389320,389320,212.0,1
389321,389321,212.0,1
389322,389322,212.0,1
389323,389323,212.0,1
389324,389324,212.0,1
389325,389325,218.0,2
389326,389326,203.0,3
389327,389327,201.0,3
389328,389328,196.0,3
389329,389329,194.0,3
389330,389330,189.0,3
389331,389331,189.0,3
389332,389332,189.0,3
389333,389333,188.0,3
389334,389334,188.0,3
389335,389335,188.0,3
389336,389336,189.0,3
389337,389337,185.0,3
389338,389338,185.0,3
389339,389339,190.0,3
389340,389340,193.0,3
389341,389341,194.0,3
389342,389342,193.0,3
389343,389343,193.0,3
389344,389344,193.0,3
389345,389345,192.0,3
389346,389346,193.0,3
389347,389347,194.0,3
389348,389348,195.0,3
389349,389349,195.0,3
389350,389350,197.0,3
389351,389351,192.0,3
389352,389352,190.0,3
389353,389353,194.0,3
389354,389354,195.0,3
389355,389355,195.0,3
389356,389356,200.0,3
389357,389357,200.0,3
389358,389358,200.0,3
389359,389359,201.0,3
389360,389360,202.0,3
389361,389361,203.0,3
389362,389362,203.0,3
389363,389363,202.0,3
389364,389364,203.0,3
389365,389365,203.0,3
389366,389366,203.0,3
389367,389367,204.0,3
389368,389368,206.0,3
389369,389369,205.0,3
389370,389370,205.0,3
389371,389371,214.0,3
389372,389372,213.0,3
389373,389373,213.0,3
389374,389374,213.0,3
389375,389375,213.0,3
389376,389376,213.0,3
389377,389377,215.0,3
389378,389378,215.0,3
389379,389379,213.0,3
389380,389380,213.0,3
389381,389381,213.0,3
389382,389382,213.0,3
389383,389383,213.0,3
389384,389384,211.0,3
389385,389385,211.0,3
389386,389386,216.0,3
389387,389387,211.0,3
389388,389388,210.0,3
389389,389389,211.0,3
389390,389390,211.0,3
389391,389391,183.0,3
389392,389392,183.0,3
389393,389393,182.0,3
389394,389394,179.0,3
389395,389395,178.0,3
389396,389396,175.0,3
389397,389397,175.0,3
389398,389398,176.0,3
389399,389399,187.0,3
389400,389400,188.0,3
389401,389401,189.0,3
389402,389402,189.0,3
389403,389403,187.0,3
389404,389404,187.0,3
389405,389405,189.0,3
389406,389406,189.0,3
389407,389407,189.0,3
389408,389408,190.0,3
389409,389409,191.0,3
389410,389410,183.0,3
389411,389411,182.0,3
389412,389412,181.0,3
389413,389413,182.0,3
389414,389414,183.0,3
389415,389415,183.0,3
389416,389416,183.0,3
389417,389417,184.0,3
389418,389418,188.0,3
389419,389419,190.0,3
389420,389420,190.0,3
389421,389421,190.0,3
389422,389422,190.0,3
389423,389423,185.0,3
389424,389424,192.0,3
389425,389425,191.0,3
389426,389426,177.0,3
389427,389427,177.0,3
389428,389428,186.0,3
389429,389429,183.0,3
389430,389430,188.0,3
389431,389431,194.0,3
389432,389432,194.0,3
389433,389433,195.0,3
389434,389434,195.0,3
389435,389435,195.0,3
389436,389436,195.0,3
389437,389437,196.0,3
389438,389438,199.0,3
389439,389439,205.0,4
389440,389440,207.0,4
389441,389441,207.0,4
389442,389442,205.0,4
389443,389443,205.0,4
389444,389444,204.0,4
389445,389445,206.0,4
389446,389446,206.0,4
389447,389447,208.0,4
389448,389448,208.0,4
389449,389449,215.0,4
389450,389450,217.0,4
389451,389451,218.0,4
389452,389452,219.0,4
389453,389453,220.0,4
389454,389454,220.0,4
389455,389455,220.0,4
389456,389456,219.0,4
389457,389457,215.0,4
389458,389458,220.0,4
389459,389459,219.0,4
389460,389460,219.0,4
389461,389461,221.0,4
389462,389462,218.0,4
389463,389463,218.0,4
389464,389464,219.0,4
389465,389465,219.0,4
389466,389466,219.0,4
389467,389467,221.0,4
389468,389468,218.0,4
389469,389469,218.0,4
389470,389470,218.0,4
389471,389471,217.0,4
389472,389472,217.0,4
389473,389473,217.0,4
389474,389474,218.0,4
389475,389475,217.0,4
389476,389476,217.0,4
389477,389477,213.0,4
389478,389478,213.0,4
389479,389479,213.0,4
389480,389480,213.0,4
389481,389481,213.0,4
389482,389482,213.0,4
389483,389483,214.0,4
389484,389484,214.0,4
389485,389485,217.0,3
389486,389486,218.0,3
389487,389487,218.0,3
389488,389488,218.0,3
389489,389489,218.0,3
389490,389490,222.0,3
389491,389491,223.0,3
389492,389492,224.0,3
389493,389493,225.0,3
389494,389494,230.0,3
389495,389495,230.0,3
389496,389496,230.0,3
389497,389497,230.0,3
389498,389498,230.0,3
389499,389499,229.0,3
389500,389500,230.0,3
389501,389501,230.0,3
389502,389502,227.0,3
389503,389503,229.0,3
389504,389504,230.0,3
389505,389505,230.0,3
389506,389506,233.0,3
389507,389507,233.0,3
389508,389508,235.0,3
389509,389509,235.0,3
389510,389510,235.0,3
389511,389511,246.0,3
389512,389512,244.0,3
389513,389513,247.0,3
389514,389514,247.0,3
389515,389515,247.0,3
389516,389516,247.0,3
389517,389517,246.0,4
389518,389518,252.0,4
389519,389519,250.0,4
389520,389520,250.0,4
389521,389521,250.0,4
389522,389522,250.0,4
389523,389523,250.0,4
389524,389524,256.0,4
389525,389525,256.0,4
389526,389526,260.0,4
389527,389527,267.0,4
389528,389528,267.0,4
389529,389529,268.0,4
389530,389530,269.0,4
389531,389531,269.0,4
389532,389532,269.0,4
389533,389533,267.0,4
389534,389534,268.0,4
389535,389535,269.0,4
389536,389536,269.0,4
389537,389537,271.0,4
389538,389538,268.0,4
389539,389539,267.0,4
389540,389540,266.0,4
389541,389541,266.0,4
389542,389542,266.0,4
389543,389543,266.0,4
389544,389544,266.0,4
389545,389545,266.0,4
389546,389546,266.0,4
389547,389547,267.0,4
389548,389548,266.0,4
389549,389549,267.0,4
389550,389550,274.0,4
389551,389551,270.0,4
389552,389552,269.0,4
389553,389553,270.0,4
389554,389554,270.0,4
389555,389555,271.0,4
389556,389556,271.0,4
389557,389557,270.0,4
389558,389558,270.0,4
389559,389559,270.0,4
389560,389560,272.0,4
389561,389561,272.0,4
389562,389562,268.0,4
389563,389563,268.0,4
389564,389564,269.0,4
389565,389565,269.0,4
389566,389566,269.0,4
389567,389567,272.0,4
389568,389568,270.0,3
389569,389569,279.0,3
389570,389570,280.0,3
389571,389571,264.0,3
389572,389572,248.0,3
389573,389573,232.0,3
389574,389574,223.0,3
389575,389575,230.0,3
389576,389576,227.0,3
389577,389577,230.0,3
389578,389578,231.0,3
389579,389579,236.0,3
389580,389580,238.0,3
389581,389581,237.0,3
389582,389582,238.0,3
389583,389583,237.0,3
389584,389584,241.0,3
389585,389585,237.0,3
389586,389586,237.0,3
389587,389587,237.0,3
389588,389588,237.0,3
389589,389589,237.0,3
389590,389590,238.0,3
389591,389591,238.0,3
389592,389592,238.0,3
389593,389593,238.0,3
389594,389594,238.0,3
389595,389595,238.0,3
389596,389596,240.0,3
389597,389597,240.0,3
389598,389598,240.0,3
389599,389599,240.0,3
389600,389600,241.0,3
389601,389601,243.0,3
389602,389602,247.0,3
389603,389603,247.0,3
389604,389604,249.0,3
389605,389605,249.0,3
389606,389606,249.0,2
389607,389607,249.0,1
389608,389608,249.0,1
389609,389609,250.0,1
389610,389610,250.0,1
389611,389611,253.0,1
389612,389612,254.0,1
389613,389613,253.0,1
389614,389614,253.0,1
389615,389615,254.0,1
